,activity,grade,merit,message,time,user
15,602       ,Sr. Member Offline,259        ★Bitvest.io★ Play Plinko or Invest!,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41973495#msg41973495"">Quote from: domains4 on July 11, 2018, 02:57:53 PM</a></div>', '<div class=""quote"">Prediction is not bad at all. At this moment most of the prediction goes wrong for this bad market situation. We have seen many predictions becomes real before, So, we can\'t blame all predictions. Without prediction, people in this crypto field will become hopeless. So, I don\'t think we should stay away from predictions rather we should follow good prediction with our own research. <br/></div>', 'I have learned to stay clear of the predictions whether they have positive results or negative results, These are the opinions of people and no matter how much the person knows about Bitcoins, there is no way that they cannot predict the future.']","July 11, 2018, 03:11:01 PM",joebrook
16,49       ,Newbie Offline,0,"['I agree that if you try to rely on forecasting to make your investment, you will surely fail. All predictions are unknown. You should do what you can understand.']","July 11, 2018, 04:23:21 PM",ggugoienpai
17,112       ,Newbie Offline,0,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', '<br/>', 'Me too did not follow predictions of some experts because most of their prediction did not comes true and i prefer to analyze the markeg in my own way.']","July 11, 2018, 04:33:58 PM",insikko0413
18,266       ,Jr. Member Offline,1,"[""I think these are good points to observe. In crypto, there is always reasons for everything. Dont folow crowd or trend because it can kill you knowledge and Investment. Anything you can't find a reason for either with FA/ TA then its not really worth investing into. ""]","July 11, 2018, 10:07:50 PM",tunapa
19,112       ,Newbie Offline,0,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41865369#msg41865369"">Quote from: avikz on July 09, 2018, 08:52:17 PM</a></div>', '<div class=""quote"">Prediction is the core of bitcoin market. Without prediction, entire market is bound to fail. We invest in bitcoins because we believe that the value of bitcoin will be high in future. That\'s one kind of prediction. <br/><br/>Also majority of the crypto trades are based on short term predictions. If people stop predicting/speculating bitcoin\'s price, the market movement will be halted and the growth will be stopped. Bitcoin is largely a speculative asset. Without prediction, nothing will be achieved.<br/></div>', '<br/>', ""wow!!!, i so much love this thread this have given more sight about this crypto and bitcoin... i can't beleive the market is full of speculation and predictions."", '<br/>', 'yes you are right without those synthesis the market is going no were..', '<br/>', 'thanks i got something from you.']","July 13, 2018, 06:32:56 PM",chainguru12
0,112       ,Jr. Member Offline,1        We're nothing but pencil in the hand of the creato,"['Market prediction from forums or some group of people is nothing, because nobody can predict what the price or market can look like or says. ', '<br/>', '<br/>', ""Some newbies would receive prediction that this particular coin is going to boom in so so exchanges at a particular time and such newbies will rush to it, but a larger units of it, spend a huge worth of $ on it. But just in a twinkle of an eye, you'll see a drastic fall of such coin market."", '<br/>', '<br/>', 'That would greatly affect such newbies and might not be interested in trading,crypto etc again']","July 13, 2018, 06:37:22 PM",Olayinka225
1,630       ,Sr. Member Offline,251,"['Obviously the predictions about the market can be wrong. But this does not mean that you should stay away from these predictions. What investors should do is to always listen to such predictions from the top experts carefully, but do not believe in them or follow them blindly. The ultimate decision should always be yours. Do your own research and study the market and see whether those predictions appear true or not.']","July 16, 2018, 08:18:56 AM",Virtual miner
2,350       ,Member Offline,11,"['Well, prediction is a must when it comes to Investment. for long-term investors, prediction is really the core of investment strategy.']","July 16, 2018, 08:29:38 AM",bitfocus
3,602       ,Sr. Member Offline,260,"[""Yes it is true you should really stay off from market prediction it is just a prediction it doesn't mean that it would really happen,"", '<br/>', ""You should trust your own and don't listen to what other people says it is your money so do it at your own risk.""]","July 16, 2018, 09:46:51 AM",xvids
4,434       ,Full Member Offline,101,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41865369#msg41865369"">Quote from: avikz on July 09, 2018, 08:52:17 PM</a></div>', '<div class=""quote"">Prediction is the core of bitcoin market. Without prediction, entire market is bound to fail. We invest in bitcoins because we believe that the value of bitcoin will be high in future. That\'s one kind of prediction. <br/><br/>Also majority of the crypto trades are based on short term predictions. If people stop predicting/speculating bitcoin\'s price, the market movement will be halted and the growth will be stopped. Bitcoin is largely a speculative asset. Without prediction, nothing will be achieved.<br/></div>', "" Very well said, speculations is the main source of bitcoin's price achievement. Imagine if no one spread the positivity towards bitcoin ? imagine if no one speculated that bitcoin could do so much? I guess all of us give a hit on bitcoin last year, or even buy to expect a profit from it. Also that made bitcoin as an speculative asset, because of speculation due to its trend.""]","July 16, 2018, 10:23:14 AM",jaaeeeyyyy
5,336       ,Member Offline,10        AUTOBAY | Buy Your First Car With Cryptocurrency |,"['Prediction on bitcoin have no good result on us, if you believe on it then after that not happen, you will lose some of your bitcoin too, its better to go with the flow, like if the price of bitcoin is down,then buy or invest some of your savings, and if the price is higher then sell your profit.']","July 16, 2018, 11:21:02 AM",djmixen
